"estuary","slopes","ci.up","ci.low","pvals","s.pvals","STATE","DLAT","DLONG","CONDITION","CLASSIFICATION","SUBCLASS","BARRIER_BACKBARRIER","CENTRAL_BASIN","FLUVIAL_BAYHEAD_DELTA","FLOOD_EBB_DELTA","INTERTIDAL_FLATS","MANGROVE","SALTMARSH_SALTFLAT","TIDAL_SANDBANKS","ROCKY_REEF","CORAL","CHANNEL","BEDROCK","FLOODPLAIN","BEDROCK_PERIMETER","PERIMETER","CATCHMENTAREA","WATERAREA","MAXLENGTH","MAXWIDTH","ENTLENGTH","ENTRANCEWIDTH","MEANWAVEHEIGHT","MEANWAVEPERIOD","MAXWAVEHEIGHT","MAXWAVEPERIOD","TIDALRANGE","TIDALTYPE"
"Nerang River",2.13781624378427e-05,2.77774185922091e-05,1.49789062834763e-05,8.03318854321965e-11,0.000350839125616303,"QLD",-27.975,153.424,"modified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,0.13045,NA,NA,0.06737,NA,NA,3.9599,NA,NA,1.28572,47.31,NA,4,20.71,0.48,0,0.3,NA,NA,NA,NA,NA,""
"Nerrindillah Creek",1.37458894330903e-05,3.11046010584079e-05,-3.6128221922273e-06,0.113888260669618,1.7748100506425e-07,"NSW",-35.229,150.532,"largely unmodified","wave dominated","OTHER",0.05933,NA,NA,0.00912,0.00789,0.00786,NA,NA,NA,NA,0.05682,NA,NA,2.4613,2.56,NA,0.069,1.04,0.1,NA,0.068,NA,NA,NA,NA,NA,""
"Nesbit River",1.70855527630319e-05,4.04933428526051e-05,-6.32223732654121e-06,0.150944847026868,0.123254966502097,"QLD",-13.543,143.586,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,NA,NA,NA,NA,NA,1.159,5.7,2.9,10.5,2,"Semi Diurnal"
"New Moon Inlet",2.07620644092695e-06,6.36834028219055e-06,-2.21592740033665e-06,0.333886529655731,1.6160349626877e-20,"NT",-14.589,129.558,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.18,1242,128.95,30.5,NA,NA,11.91,0.237,3.48,1.6,8.6,5.6,"Semi Diurnal"
"New River",4.32001655919746e-05,6.31343152522414e-05,2.32660159317079e-05,2.0644360092515e-05,1.34852770956108e-05,"TAS",-43.554,146.601,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,325,12.46,12.72,2.57,4.69,0.14,2.681,8.843,8.5,13.8,1.1,"Diurnal"
"Ngandadauda Creek",-2.12716870738615e-06,1.29451985342834e-05,-1.71995359490557e-05,0.778101291712286,5.66073612710818e-06,"NT",-11.995,134.764,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.29,183,1.11,10.44,NA,NA,0.39,0.217,3.677,1.4,10.5,3.5,"Semi Diurnal"
"Nickol River",1.30940788570516e-05,2.06099669783379e-05,5.57819073576522e-06,0.000520234491304395,8.95011157443231e-05,"WA",-20.712,116.925,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,2.05391,3.46491,18.71995,NA,NA,NA,3.85865,NA,NA,1.5358,9.85,622,0.29,3.6,NA,NA,0.19,0.213,4.242,1.4,7.6,4,"Semi Diurnal"
"Noah Creek",5.52115916513929e-06,1.95952282111505e-05,-8.55290988087192e-06,0.434449307825017,0.0820833343301302,"QLD",-16.143,145.448,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,33,0.11,1.41,0.21,NA,0.032,1.24,6.068,3.2,13.6,1.9,"Diurnal"
"Nobbies Inlet",7.85779141675703e-06,1.32516856863727e-05,2.46389714714141e-06,0.00376758487187489,1.39418801822286e-05,"QLD",-19.826,147.762,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.99,285,6.82,9.62,2.51,NA,2.5,0.91,5.49,3.4,11.1,2.3,"Semi Diurnal"
"Noosa River",-1.00739196363482e-05,-1.21401571342278e-07,-2.00264377013541e-05,0.0438218638335002,3.82512585718348e-21,"QLD",-26.38,153.079,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.96688,10.92459,0.83139,0.90896,4.34509,1.45802,1.47489,0.01727,NA,NA,3.62547,NA,NA,0.35376,150.27,841,60.91,36.23,5.09,9.27,0.54,1.187,6.64,3.1,9.5,1.4,"Semi Diurnal"
"Norman Creek",9.17944091484462e-06,1.66959470892439e-05,1.66293474044535e-06,0.0153877284214943,2.23772155512891e-08,"QLD",-13.048,141.619,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,0.17199,0.37898,5.50557,4.81973,0.12522,NA,NA,0.8258,NA,NA,NA,15,231,1.1,7.16,NA,NA,0.091,0.284,3.536,2.9,11.5,1.9,"Diurnal"
"Norman River",-5.00533256587622e-06,9.21382219003099e-07,-1.09320473507555e-05,0.0915731321857203,1.32744976086681e-36,"QLD",-17.463,140.82,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,13.61342,23.45076,35.39915,409.40743,NA,NA,NA,35.67992,NA,NA,21.56463,213.89,49588,53.26,102.36,NA,NA,1.77,0.084,3.069,0.8,8.8,3.3,"Diurnal"
"Normanby River",7.10257056310671e-06,1.43227593639214e-05,-1.17618237707977e-07,0.0500577980947126,7.15790218011318e-25,"QLD",-14.407,144.144,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.88,10880,3.27,23.33,NA,NA,1.34,0.152,3.58,1,8.4,2.1,"Semi Diurnal"
"Normans Inlet",2.574398167102e-05,5.07302663920677e-05,7.57696949972353e-07,0.0401077084855551,3.76085121853084e-10,"WA",-34.924,118.217,"modified","wave dominated","OTHER",0.0665,0.13606,NA,NA,NA,NA,NA,NA,NA,NA,0.18742,NA,NA,NA,2.33,NA,0.13,0.89,NA,NA,0.051,NA,NA,NA,NA,NA,""
"North East River",5.67164636368499e-07,1.07919314926358e-05,-9.65760221989882e-06,0.911754877365868,0.821707771624165,"TAS",-39.789,147.977,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"North Kennedy River",-3.66102131850973e-06,2.57312942820086e-06,-9.89517206522032e-06,0.241071072536253,5.24327760550525e-22,"QLD",-14.49,143.947,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.15,11854,11.73,44.45,NA,NA,2.12,0.411,3.312,1.5,7.4,2.1,"Semi Diurnal"
"North West Bay",3.47245388229654e-05,5.30034782782202e-05,1.64455993677105e-05,0.000188746683989807,9.66683762253181e-14,"TAS",-43.072,147.309,"extensively modified","tide dominated","OTHER",NA,NA,0.8573,NA,0.74729,NA,0.14184,NA,NA,NA,18.69824,NA,NA,8.88228,25.83,NA,NA,8.59,4.66,NA,3.04,NA,NA,NA,NA,NA,""
"Nullica River",-9.06361088483522e-06,1.38435072527971e-06,-1.95115724949502e-05,0.0837371948324471,2.02407657430691e-07,"NSW",-37.092,149.872,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.58832,0.09868,0.40679,0.13602,0.01134,NA,NA,NA,0.01644,NA,0.26109,NA,NA,0.98728,5.19,128,0.28,2.26,0.23,0.31,0.094,0.437,6.763,2.4,11.8,1.5,"Semi Diurnal"
"O'Connell River",6.25703745121524e-06,1.77249008306927e-05,-5.21082592826225e-06,0.275950142241653,1.8167998517984e-05,"QLD",-20.571,148.662,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,2.65059,4.76891,0.14168,1.28111,NA,NA,0.794,NA,0.85395,NA,25.24,859,1.87,10.51,0.46,NA,0.71,0.137,4.889,1.1,8.6,3.2,"Semi Diurnal"
"Oldfield Estuary",2.45086505161221e-05,4.83337099357286e-05,6.83591096515674e-07,0.040498186651329,3.64257895953099e-10,"WA",-33.888,120.787,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.14265,0.51751,NA,0.17141,0.02898,NA,NA,NA,0.36626,NA,0.37024,NA,NA,0.01543,12.72,NA,1.14,5.33,0.71,1.13,0.13,NA,NA,NA,NA,NA,""
"Olive River",1.09106734619837e-05,2.93883810236446e-05,-7.56703409967715e-06,0.240460508822155,1.48748630586192e-06,"QLD",-12.166,143.092,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.18,1681,4.66,16.93,NA,NA,1.33,0.906,5.352,2.4,12.6,2.3,"Diurnal"
"Ord River",1.42428490733738e-05,2.00712594071199e-05,8.41443873962772e-06,1.37154749727923e-06,1.08404858846067e-08,"WA",-14.764,128.307,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,12.89795,418.79311,1385.89413,28.66881,0.14998,NA,1248.52621,NA,NA,170.20654,857.11,85213,1084.1,119.37,NA,NA,22.2,0.283,3.524,2.6,8.4,6,"Semi Diurnal"
"Orient Creek",-1.0767716966536e-05,3.42067144486258e-06,-2.49561053779346e-05,0.131622978609459,3.07348792945379e-05,"QLD",-18.808,146.277,"modified","river dominated","WAVE-DOMINATED DELTA",0.30596,NA,NA,0.13034,NA,2.80368,4.92238,0.0272,NA,NA,0.51523,NA,NA,0.24146,12,19,0.4,2.24,NA,NA,0.097,0.605,5.609,2.3,12.6,2.3,"Semi Diurnal"
"Oyster Harbour",2.55845406310067e-05,3.42356464444621e-05,1.69334348175512e-05,6.35926249501306e-09,7.72427742075206e-06,"WA",-35,117.949,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,11.76691,3.43782,0.81274,2.43648,NA,0.83272,NA,0.0706,NA,0.3051,NA,NA,0.06758,43.04,3030,18.34,14.11,3.19,0.31,0.19,1.71,8.062,5.3,14.4,0.6,"Diurnal"
"Palm Creek",-3.20141783274671e-06,7.65771540008612e-06,-1.40605510655795e-05,0.555880102945872,1.13396994139783e-07,"QLD",-18.766,146.286,"modified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,0.36442,0.25756,10.22779,9.03727,0.17138,NA,NA,0.41946,NA,NA,NA,10.63,220,0.52,4.41,NA,NA,0.18,0.605,5.609,2.3,12.6,2.3,"Semi Diurnal"
"Pambula Lake",1.43244977882724e-05,2.15465629628701e-05,7.10243261367459e-06,8.12858582315321e-05,0.000105882820775582,"NSW",-36.948,149.916,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",NA,1.50871,4.97362,0.66084,0.52338,0.26755,NA,NA,0.01383,NA,1.35659,NA,NA,11.36085,26.02,289,3.7,7.51,2.34,1.78,0.21,0.26,7.377,2.4,12.2,1.5,"Semi Diurnal"
"Pancake Creek/Jenny Lind Creek",1.10783286044295e-06,9.0907274202232e-06,-6.87506169933729e-06,0.781431409118138,2.51415712021553e-21,"QLD",-24.012,151.732,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.01,115,10.34,10.25,1.46,NA,2.33,0.911,6.04,3.2,9.5,2.5,"Semi Diurnal"
"Pardoo Creek",7.71279592123234e-06,2.62327049283904e-05,-1.08071130859257e-05,0.405546219689225,0.392832667436481,"WA",-20.081,119.577,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,5.73894,1.00451,9.27387,NA,NA,NA,0.49622,NA,NA,0.34661,NA,2607,NA,NA,NA,NA,NA,0.433,3.693,1.4,8.7,5.9,"Semi Diurnal"
"Parry Inlet",1.97357814216046e-05,4.25005241801814e-05,-3.0289613369722e-06,0.0847840175857817,6.67165479952952e-06,"WA",-35.031,117.162,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",NA,0.85759,0.02749,0.1526,0.49923,NA,0.02631,NA,NA,NA,0.28763,NA,NA,0.02684,9.6,1352,1.27,4.15,1.27,2.08,0.08,2.273,8.517,9.6,13.7,0.5,"Diurnal"
"Pascoe River",1.32690763956798e-05,2.37145783865395e-05,2.82357440482019e-06,0.0118813018786221,3.63608222765289e-06,"QLD",-12.495,143.274,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,2077,3.16,18.64,0.74,NA,0.24,0.825,5.731,2.1,11.7,2.2,"Semi Diurnal"
"Payne Bay",3.52905675158493e-05,5.10976824426231e-05,1.94834525890754e-05,1.1642752349977e-05,0.000181190964530454,"TAS",-43.298,145.943,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.41,1000,42.02,19.75,NA,NA,2.76,2.882,8.853,8.5,13.7,0.6,"Diurnal"
"Peawah River",2.84939023702782e-05,4.01869163433134e-05,1.6800888397243e-05,1.55696727715894e-06,0.99253883085339,"WA",-20.535,117.926,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,5.81956,5.6004,41.85387,1.08484,NA,NA,5.74189,NA,NA,3.79797,32.84,1893,5.56,5.59,NA,NA,1.63,0.224,4.07,1,8.5,4.9,"Semi Diurnal"
"Peel-Harvey Estuary",3.92989803966041e-05,4.64107992037126e-05,3.21871615894955e-05,1.39243576428328e-26,5.46099873097908e-39,"WA",-32.526,115.71,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",26.68578,121.10552,27.47919,10.97612,2.75064,NA,3.002,0.12123,NA,NA,1.28183,NA,NA,1.37735,123.14,10767,131,28.48,9.66,5.21,0.46,1.194,7.531,7.3,13.5,0.4,"Diurnal"
"Petermarer Creek",1.6191134270775e-05,2.19073625497624e-05,1.04749059917876e-05,1.99329774413914e-08,1.02550824518967e-22,"WA",-20.289,118.756,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,2.72016,3.83389,20.33483,0.12923,0.01208,NA,6.19486,NA,NA,11.39159,25.54,560,2.45,4.81,NA,NA,2,0.028,4.554,0.4,9.7,5.8,"Semi Diurnal"
"Pieman River",2.83508214223001e-05,4.62644316843683e-05,1.0437211160232e-05,0.00173559074117142,3.97521826039497e-07,"TAS",-41.667,144.924,"largely unmodified","tide dominated","OTHER",NA,NA,NA,0.10414,0.55104,NA,NA,NA,0.15243,NA,3.18548,NA,NA,22.02136,36.49,3925,3.81,17.31,NA,NA,0.18,2.642,8.982,9.1,14.2,1,"Diurnal"
"Pimpama River",5.2009401238176e-06,1.18434697342624e-05,-1.44158948662724e-06,0.11817186736629,1.16774272014597e-05,"QLD",-27.82,153.396,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,0.55001,5.54019,1.60692,0.2882,NA,NA,2.01712,NA,NA,NA,20.92,NA,1.76,7.64,0.36,0,0.21,NA,NA,NA,NA,NA,""
"Pine River",1.55351959370163e-05,2.25981261063179e-05,8.4722657677148e-06,1.43916733126018e-05,3.81846837801289e-15,"QLD",-27.279,153.063,"extensively modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,2.40201,0.61371,4.536,1.4,1.09552,NA,NA,2.82309,NA,1.03701,0.14332,44.41,806,4.043,12.61,0.66,NA,0.51,0.275,5.108,0.7,9.6,1.7,"Semi Diurnal"
"Pine River Bay",3.50577277828614e-06,1.14739675590068e-05,-4.4624220024345e-06,0.379616477229842,4.13817764502037e-06,"QLD",-12.531,141.708,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.27,535,55.65,29.23,4.23,NA,2.63,0.099,3.998,2.2,11.9,2.1,"Diurnal"
"Pioneer River",1.40276954651855e-05,2.33752495113934e-05,4.68014141897771e-06,0.00281300107453364,0.000114937826958459,"QLD",-21.149,149.221,"extensively modified","river dominated","TIDE-DOMINATED DELTA",0.16611,NA,NA,3.5693,5.85313,6.45306,0.0867,1.61278,NA,NA,3.939,NA,NA,2.32057,70.73,1580,8.57,32.42,0.84,NA,0.36,0.188,5.776,1.3,9.5,4.6,"Semi Diurnal"
"Pipeclay Lagoon",-9.7147684375935e-06,1.98449267190891e-05,-3.92744635942761e-05,0.512238535529179,1.04448625296594e-06,"TAS",-42.96,147.539,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.31005,1.11533,NA,3.14858,1.07067,NA,0.10808,NA,NA,NA,0.32236,NA,NA,NA,13.8,NA,NA,2.6,3.7,1.48,0.23,NA,NA,NA,NA,NA,""
"Pipers River",1.25943306576305e-06,1.64662627722495e-05,-1.39473966407234e-05,0.868535946213383,1.46879442177082e-06,"TAS",-41.01,147.158,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.46183,NA,0.20674,0.11423,0.90948,NA,0.18811,NA,0.29915,NA,0.52668,NA,NA,NA,9.48,474,0.25,4.4,NA,NA,0.034,0.565,4.633,3.2,9.5,2.4,"Semi Diurnal"
"Pittwater",2.48708903483763e-05,3.50806468866914e-05,1.46611338100611e-05,1.59215246066666e-06,1.23595673174335e-05,"NSW",-33.58,151.317,"modified","tide dominated","OTHER",NA,NA,NA,NA,0.21268,NA,0.17316,NA,NA,NA,17.31743,NA,NA,0.66886,52.05,70,18.57,10.94,2.06,NA,1.07,1.388,6.958,9.4,13.3,1.4,"Semi Diurnal"
"Plantation Creek",8.7035261853379e-06,1.51858896919842e-05,2.22116267869162e-06,0.00755364265099302,2.81709798601013e-17,"QLD",-20.9,148.983,"largely unmodified","wave dominated","STRANDPLAIN",0.19259,NA,NA,NA,0.72669,1.37958,0.13044,NA,NA,NA,0.2702,NA,NA,NA,8.46,49,0.32,3.28,0.21,NA,0.15,0.17,5.084,1.2,9.5,3.9,"Semi Diurnal"
"Plantation Creek",8.7035261853379e-06,1.51858896919842e-05,2.22116267869162e-06,0.00755364265099302,2.81709798601013e-17,"QLD",-19.522,147.537,"largely unmodified","wave dominated","STRANDPLAIN",1.34105,NA,NA,NA,2.20463,10.59066,5.1933,1.12099,NA,NA,2.37576,NA,0.10226,0.42392,37.06,147,3.56,9.91,0.92,NA,0.071,1.009,5.413,4,10.2,2.3,"Semi Diurnal"
"Point Torment Creeks",1.8983102673271e-05,2.56036053288829e-05,1.23626000176591e-05,1.87894299024372e-08,5.31564644185067e-18,"WA",-17.037,123.693,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.21,222,22.64,20.14,NA,NA,3.59,0.016,2.958,0.8,8.7,9,"Semi Diurnal"
"Point Torment Creeks",1.8983102673271e-05,2.56036053288829e-05,1.23626000176591e-05,1.87894299024372e-08,5.31564644185067e-18,"WA",-17.003,123.61,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,0.58211,NA,0.17503,NA,0.11373,NA,28.15257,NA,NA,NA,19.8,49,1.27,6.66,NA,NA,0.51,0.127,2.91,1.7,6.8,8.8,"Semi Diurnal"
"Popham Bay",-2.89096984486362e-07,9.51972427577578e-06,-1.00979182447485e-05,0.953033796356283,5.74696583413662e-27,"NT",-11.256,131.82,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.41,22,11.47,4.56,NA,NA,3.7,0.506,3.881,2.9,7.4,2.3,"Diurnal"
"Port Arthur",4.20849727549756e-05,6.34161601439844e-05,2.07537853659668e-05,0.000107042430666248,0.000166391791062657,"TAS",-43.193,147.887,"no assessment","tide dominated","OTHER",NA,NA,0.09957,0.00714,0.4404,NA,0.03262,NA,0.38241,NA,23.88369,NA,NA,0.0163,34.94,100,22.08,9.8,3.48,NA,1.68,1.617,7.428,5.8,12.8,1.2,"Diurnal"
"Port Campbell River",2.06832395414678e-05,4.44783744693653e-05,-3.11189538642968e-06,0.0840212253171725,0.0180761051874019,"VIC",-38.632,142.98,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",0.01002,NA,NA,0.00965,0.00518,NA,0.09131,NA,0.12431,NA,0.0794,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Port Clinton",1.41600728486583e-05,2.16635726172742e-05,6.65657308004238e-06,0.000171830850165452,5.05935077912307e-48,"QLD",-22.498,150.762,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.98,257,80.09,21.65,10.59,NA,5.55,1.389,6.337,5.7,9.6,3.9,"Semi Diurnal"
"Port Essington",2.14059017561006e-06,1.2123631038306e-05,-7.84245068708588e-06,0.668336524557598,4.4280401179165e-26,"NT",-11.17,132.113,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.42,698,254.33,30.3,NA,NA,7.92,0.369,3.757,2,9,2.6,"Semi Diurnal"
"Port Hacking",1.457010843135e-05,2.51331260446218e-05,4.00709081807823e-06,0.00606502844754701,0.106658215339195,"NSW",-34.072,151.163,"modified","tide dominated","OTHER",0.17364,NA,0.17818,2.77521,0.14698,0.16252,0.35014,0.17325,0.10967,NA,6.30528,NA,NA,0.00558,70.33,192,11.68,14.66,1.53,NA,1.33,1.454,6.889,9.8,12.8,1.2,"Semi Diurnal"
"Port Hedland Harbour",3.24140547873484e-06,8.04451666165497e-06,-1.56170570418529e-06,0.177429435800175,2.01605290327707e-26,"WA",-20.307,118.575,"modified","tide dominated","OTHER",1.87507,NA,NA,NA,8.48195,20.00031,31.14374,1.36179,0.82131,NA,21.78703,NA,NA,16.25275,82.77,613,17.05,6.97,NA,NA,1.47,0.104,4.469,0.8,9.1,5.9,"Semi Diurnal"
"Port Hurd",4.05822382190591e-06,1.29673200411958e-05,-4.85087239738396e-06,0.363087803440533,0.0402332428644417,"NT",-11.648,130.195,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.63,221,33.95,18.78,2.94,NA,1.01,0.111,7.351,1.5,14.8,3.7,"Semi Diurnal"
"Port Jackson",1.84193577649788e-05,2.62059567259396e-05,1.0632758804018e-05,2.68286932804196e-06,0.0138204284318496,"NSW",-33.828,151.283,"extensively modified","tide dominated","OTHER",NA,NA,0.19279,NA,2.48577,2.41675,NA,NA,0.5245,NA,47.71235,NA,NA,0.38759,237.21,589,50.472,29.7,5.32,NA,1.58,0.97,6.955,8.6,13.5,1.2,"Semi Diurnal"
"Port Keats",-1.0839112109011e-05,-2.62461378579724e-06,-1.90536104322248e-05,0.00853995873657394,5.34039727339761e-10,"NT",-14.085,129.551,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.54,322,30.52,18.32,NA,NA,3.48,0.061,4.088,1.8,9.3,5.5,"Semi Diurnal"
"Port Musgrave",1.27163074132653e-05,2.18476354981396e-05,3.58497932839096e-06,0.00562570031005846,9.64421235925324e-15,"QLD",-11.953,141.924,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.41,11211,98.01,19.11,8.31,NA,3.37,0.286,3.345,3,10.5,2.3,"Diurnal"
"Port Phillip Bay",2.38916071281607e-05,3.12112574853483e-05,1.65719567709732e-05,1.24713997719505e-10,0.0751143205256426,"VIC",-38.297,144.632,"modified","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.36,15709,1897.42,63.52,53.63,3.43,3.46,0.612,6.697,2.4,14.3,1.2,"Semi Diurnal"
"Port Robinson",1.6636174165989e-05,2.27548660914356e-05,1.05174822405424e-05,6.9504369134028e-08,1.13564359874542e-37,"WA",-20.62,117.092,"largely unmodified","tide dominated","OTHER",NA,NA,NA,NA,7.07445,3.35385,5.68585,NA,0.09765,NA,10.45448,NA,NA,7.08591,23.34,70,10.02,6.72,NA,NA,0.95,0.213,4.242,1.4,7.6,4.3,"Semi Diurnal"
"Port Sorell",2.05787846864485e-05,3.59878113762182e-05,5.16975799667886e-06,0.00795659423129419,0.024152252141697,"TAS",-41.139,146.555,"modified","wave dominated","WAVE-DOMINATED ESTUARY",4.99164,NA,NA,2.2024,9.53246,NA,0.7135,0.77509,0.33391,NA,5.13806,NA,NA,0.37186,66.48,675,18.75,15.8,2.38,3.42,2.4,1.021,4.816,5.2,9.5,2.4,"Semi Diurnal"
"Port Stephens",1.00041946552097e-05,2.06479301562992e-05,-6.39540845879757e-07,0.0608114013651516,0.0194620276173258,"NSW",-32.708,152.19,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",1.30217,198.94609,3.64282,NA,11.98749,20.01895,31.91564,8.20493,1.36133,NA,14.30137,1.90774,NA,6.19327,234.08,3041,128.36,45.94,5.59,NA,1.31,1.028,7.1,9.1,14.6,1.3,"Semi Diurnal"
"Prince Regent River",1.83739659113461e-06,8.62803442413768e-06,-4.95324124186845e-06,0.58861682051544,5.93864175985671e-25,"WA",-15.246,124.86,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.23,4964,425.56,81.44,18.18,14.91,2.74,0.528,4.775,5.5,9.2,7.4,"Semi Diurnal"
"Princess Royal Harbour",2.10178031618091e-05,2.96416570995802e-05,1.23939492240381e-05,1.4876517641038e-06,2.36269548147544e-08,"WA",-35.039,117.919,"modified","tide dominated","OTHER",NA,NA,NA,NA,0.58211,NA,0.17503,NA,0.11373,NA,28.15257,NA,NA,NA,25.66,117,28.54,5.43,8.41,0.91,0.56,1.71,8.062,5.3,14.4,0.6,"Diurnal"
"Proserpine River",1.66655271638145e-06,1.10447224868808e-05,-7.71161705411793e-06,0.72250172729762,5.93636166574373e-14,"QLD",-20.491,148.729,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,8.05252,34.72426,3.9894,10.62539,NA,NA,5.14688,NA,0.02194,NA,56.72,1095,9.96,21.59,1.93,NA,2.56,0.201,3.948,1.1,8,3.1,"Semi Diurnal"
"Prosser River",2.97186168376505e-05,5.47281955899084e-05,4.70903808539254e-06,0.0182223948187044,1.31036402495048e-11,"TAS",-42.553,147.881,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.15978,NA,NA,0.23875,0.07824,NA,NA,NA,NA,NA,0.21621,NA,NA,3.45956,6,743,0.19,2.6,NA,NA,0.06,0.606,5.331,2.4,10.8,1.1,"Diurnal"
"Pumicestone Passage",1.13861756588811e-05,1.79950805416702e-05,4.77727077609193e-06,0.000625483095286775,1.75546937384889e-07,"QLD",-27.076,153.151,"modified","tide dominated","OTHER",0.7119,NA,NA,0.44503,6.72397,20.29811,8.8907,36.54282,NA,NA,49.45088,NA,5.17444,141.30891,154.03,702,49.88,36.16,2.8,NA,2.27,0.162,6.483,0.5,10,1.5,"Semi Diurnal"
