"estuary","slopes","ci.up","ci.low","pvals","s.pvals","STATE","DLAT","DLONG","CONDITION","CLASSIFICATION","SUBCLASS","BARRIER_BACKBARRIER","CENTRAL_BASIN","FLUVIAL_BAYHEAD_DELTA","FLOOD_EBB_DELTA","INTERTIDAL_FLATS","MANGROVE","SALTMARSH_SALTFLAT","TIDAL_SANDBANKS","ROCKY_REEF","CORAL","CHANNEL","BEDROCK","FLOODPLAIN","BEDROCK_PERIMETER","PERIMETER","CATCHMENTAREA","WATERAREA","MAXLENGTH","MAXWIDTH","ENTLENGTH","ENTRANCEWIDTH","MEANWAVEHEIGHT","MEANWAVEPERIOD","MAXWAVEHEIGHT","MAXWAVEPERIOD","TIDALRANGE","TIDALTYPE"
"Nerang River",1.33163360930231e-05,1.77903207309556e-05,8.84235145509061e-06,5.80491304382982e-09,5.39032662691435e-18,"QLD",-27.975,153.424,"modified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,0.13045,NA,NA,0.06737,NA,NA,3.9599,NA,NA,1.28572,47.31,NA,4,20.71,0.48,0,0.3,NA,NA,NA,NA,NA,""
"Nerrindillah Creek",3.51976591133863e-06,1.42026200775502e-05,-7.1630882548729e-06,0.51022826246166,0.261579034249951,"NSW",-35.229,150.532,"largely unmodified","wave dominated","OTHER",0.05933,NA,NA,0.00912,0.00789,0.00786,NA,NA,NA,NA,0.05682,NA,NA,2.4613,2.56,NA,0.069,1.04,0.1,NA,0.068,NA,NA,NA,NA,NA,""
"Nesbit River",1.01980101594711e-06,1.67429401277779e-05,-1.47033380958837e-05,0.897298414663668,0.77482145972148,"QLD",-13.543,143.586,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,NA,NA,NA,NA,NA,1.159,5.7,2.9,10.5,2,"Semi Diurnal"
"New Moon Inlet",-1.64767044314456e-06,1.35722027637767e-06,-4.65256116266679e-06,0.273429505279214,3.80944049344218e-07,"NT",-14.589,129.558,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.18,1242,128.95,30.5,NA,NA,11.91,0.237,3.48,1.6,8.6,5.6,"Semi Diurnal"
"New River",-1.44050968190593e-05,-4.20754728289148e-06,-2.46026463552271e-05,0.00508074272930537,0.000444449636171217,"TAS",-43.554,146.601,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,325,12.46,12.72,2.57,4.69,0.14,2.681,8.843,8.5,13.8,1.1,"Diurnal"
"Ngandadauda Creek",-3.12200062208306e-06,8.61083555314455e-06,-1.48548367973107e-05,0.5953245174455,6.51500275630134e-05,"NT",-11.995,134.764,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.29,183,1.11,10.44,NA,NA,0.39,0.217,3.677,1.4,10.5,3.5,"Semi Diurnal"
"Nickol River",6.33549258350086e-06,1.19262403854498e-05,7.4474478155195e-07,0.0236930922717323,0.00199428034217259,"WA",-20.712,116.925,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,2.05391,3.46491,18.71995,NA,NA,NA,3.85865,NA,NA,1.5358,9.85,622,0.29,3.6,NA,NA,0.19,0.213,4.242,1.4,7.6,4,"Semi Diurnal"
"Noah Creek",5.0360939559111e-06,1.69114180138814e-05,-6.83923010205921e-06,0.398206960928563,0.521211633927404,"QLD",-16.143,145.448,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,33,0.11,1.41,0.21,NA,0.032,1.24,6.068,3.2,13.6,1.9,"Diurnal"
"Nobbies Inlet",3.47524965444891e-06,7.09585570843159e-06,-1.45356399533769e-07,0.0555863691027533,2.89051978170725e-15,"QLD",-19.826,147.762,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.99,285,6.82,9.62,2.51,NA,2.5,0.91,5.49,3.4,11.1,2.3,"Semi Diurnal"
"Noosa River",-6.44358060893395e-06,-7.0127684917878e-07,-1.21858843686891e-05,0.0255518827721909,0.00135204539294161,"QLD",-26.38,153.079,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.96688,10.92459,0.83139,0.90896,4.34509,1.45802,1.47489,0.01727,NA,NA,3.62547,NA,NA,0.35376,150.27,841,60.91,36.23,5.09,9.27,0.54,1.187,6.64,3.1,9.5,1.4,"Semi Diurnal"
"Norman Creek",-1.65182783685044e-06,4.18416532151338e-06,-7.48782099521427e-06,0.571917724421469,0.0800770143901633,"QLD",-13.048,141.619,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,0.17199,0.37898,5.50557,4.81973,0.12522,NA,NA,0.8258,NA,NA,NA,15,231,1.1,7.16,NA,NA,0.091,0.284,3.536,2.9,11.5,1.9,"Diurnal"
"Norman River",-2.99645022274938e-06,1.28673169103042e-06,-7.27963213652917e-06,0.162127809871391,1.37309668916908e-62,"QLD",-17.463,140.82,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,13.61342,23.45076,35.39915,409.40743,NA,NA,NA,35.67992,NA,NA,21.56463,213.89,49588,53.26,102.36,NA,NA,1.77,0.084,3.069,0.8,8.8,3.3,"Diurnal"
"Normanby River",-4.15726840595054e-07,4.99456381167173e-06,-5.82601749286184e-06,0.877965366350111,2.29146551753746e-07,"QLD",-14.407,144.144,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.88,10880,3.27,23.33,NA,NA,1.34,0.152,3.58,1,8.4,2.1,"Semi Diurnal"
"Normans Inlet",1.48409775152681e-06,1.61431209268851e-05,-1.31749254238315e-05,0.839661973417882,0.0565547281219767,"WA",-34.924,118.217,"modified","wave dominated","OTHER",0.0665,0.13606,NA,NA,NA,NA,NA,NA,NA,NA,0.18742,NA,NA,NA,2.33,NA,0.13,0.89,NA,NA,0.051,NA,NA,NA,NA,NA,""
"North East River",2.4347906349763e-07,8.89334762828156e-06,-8.4063895012863e-06,0.955152932995903,0.0389412039068866,"TAS",-39.789,147.977,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"North Kennedy River",-7.39109511230083e-06,-2.84314365518913e-06,-1.19390465694125e-05,0.00127609875858695,2.71486429907119e-05,"QLD",-14.49,143.947,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.15,11854,11.73,44.45,NA,NA,2.12,0.411,3.312,1.5,7.4,2.1,"Semi Diurnal"
"North West Bay",1.09035758294008e-06,1.81243743611102e-05,-1.59436591952301e-05,0.898251451394442,3.47515809137605e-05,"TAS",-43.072,147.309,"extensively modified","tide dominated","OTHER",NA,NA,0.8573,NA,0.74729,NA,0.14184,NA,NA,NA,18.69824,NA,NA,8.88228,25.83,NA,NA,8.59,4.66,NA,3.04,NA,NA,NA,NA,NA,""
"Nullica River",-5.52933794944543e-06,1.76610734854457e-06,-1.28247832474354e-05,0.130579851938155,0.0331288601367564,"NSW",-37.092,149.872,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.58832,0.09868,0.40679,0.13602,0.01134,NA,NA,NA,0.01644,NA,0.26109,NA,NA,0.98728,5.19,128,0.28,2.26,0.23,0.31,0.094,0.437,6.763,2.4,11.8,1.5,"Semi Diurnal"
"O'Connell River",1.94325757247273e-06,1.0400586950525e-05,-6.51407180557954e-06,0.646130489155199,0.616578363970951,"QLD",-20.571,148.662,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,2.65059,4.76891,0.14168,1.28111,NA,NA,0.794,NA,0.85395,NA,25.24,859,1.87,10.51,0.46,NA,0.71,0.137,4.889,1.1,8.6,3.2,"Semi Diurnal"
"Oldfield Estuary",-1.17680999296841e-05,-2.73821500767434e-06,-2.07979848516939e-05,0.00959290052988473,0.00506973157931523,"WA",-33.888,120.787,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.14265,0.51751,NA,0.17141,0.02898,NA,NA,NA,0.36626,NA,0.37024,NA,NA,0.01543,12.72,NA,1.14,5.33,0.71,1.13,0.13,NA,NA,NA,NA,NA,""
"Olive River",-8.48940886280874e-06,4.86987139504475e-06,-2.18486891206622e-05,0.20654863545711,0.00922585621802733,"QLD",-12.166,143.092,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.18,1681,4.66,16.93,NA,NA,1.33,0.906,5.352,2.4,12.6,2.3,"Diurnal"
"Ord River",5.46965660592473e-06,9.47448969158757e-06,1.46482352026189e-06,0.00652285550737603,7.39594608244183e-05,"WA",-14.764,128.307,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,12.89795,418.79311,1385.89413,28.66881,0.14998,NA,1248.52621,NA,NA,170.20654,857.11,85213,1084.1,119.37,NA,NA,22.2,0.283,3.524,2.6,8.4,6,"Semi Diurnal"
"Orient Creek",-1.09174789724233e-05,-3.81449288048872e-08,-2.17968130160417e-05,0.0468916591944638,0.00112089390344529,"QLD",-18.808,146.277,"modified","river dominated","WAVE-DOMINATED DELTA",0.30596,NA,NA,0.13034,NA,2.80368,4.92238,0.0272,NA,NA,0.51523,NA,NA,0.24146,12,19,0.4,2.24,NA,NA,0.097,0.605,5.609,2.3,12.6,2.3,"Semi Diurnal"
"Oyster Harbour",1.0938842943242e-05,1.94900144896081e-05,2.38767139687602e-06,0.010818937578199,3.41941241574089e-19,"WA",-35,117.949,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,11.76691,3.43782,0.81274,2.43648,NA,0.83272,NA,0.0706,NA,0.3051,NA,NA,0.06758,43.04,3030,18.34,14.11,3.19,0.31,0.19,1.71,8.062,5.3,14.4,0.6,"Diurnal"
"Palm Creek",-4.2200796172908e-06,3.17580472763412e-06,-1.16159639622157e-05,0.254679967883054,0.000428791455417197,"QLD",-18.766,146.286,"modified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,0.36442,0.25756,10.22779,9.03727,0.17138,NA,NA,0.41946,NA,NA,NA,10.63,220,0.52,4.41,NA,NA,0.18,0.605,5.609,2.3,12.6,2.3,"Semi Diurnal"
"Pambula Lake",9.80498090280904e-06,1.60834822301056e-05,3.52647957551247e-06,0.00187046030729993,6.5359174086693e-15,"NSW",-36.948,149.916,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",NA,1.50871,4.97362,0.66084,0.52338,0.26755,NA,NA,0.01383,NA,1.35659,NA,NA,11.36085,26.02,289,3.7,7.51,2.34,1.78,0.21,0.26,7.377,2.4,12.2,1.5,"Semi Diurnal"
"Pancake Creek/Jenny Lind Creek",-7.68933474481446e-08,6.4832785833978e-06,-6.63706527829409e-06,0.981303426965545,2.2748245731995e-54,"QLD",-24.012,151.732,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.01,115,10.34,10.25,1.46,NA,2.33,0.911,6.04,3.2,9.5,2.5,"Semi Diurnal"
"Pardoo Creek",4.91859498059084e-06,1.80234977299141e-05,-8.18630776873246e-06,0.453446098666378,0.956474078336984,"WA",-20.081,119.577,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,5.73894,1.00451,9.27387,NA,NA,NA,0.49622,NA,NA,0.34661,NA,2607,NA,NA,NA,NA,NA,0.433,3.693,1.4,8.7,5.9,"Semi Diurnal"
"Parry Inlet",2.50918281039902e-06,1.16393719615092e-05,-6.62100634071112e-06,0.58329702456253,0.00802977857908566,"WA",-35.031,117.162,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",NA,0.85759,0.02749,0.1526,0.49923,NA,0.02631,NA,NA,NA,0.28763,NA,NA,0.02684,9.6,1352,1.27,4.15,1.27,2.08,0.08,2.273,8.517,9.6,13.7,0.5,"Diurnal"
"Pascoe River",-4.17312863197259e-08,6.5779306784801e-06,-6.66139325111955e-06,0.98995390967239,5.61945002541395e-06,"QLD",-12.495,143.274,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,2077,3.16,18.64,0.74,NA,0.24,0.825,5.731,2.1,11.7,2.2,"Semi Diurnal"
"Payne Bay",-8.67047604185475e-06,2.88682490802629e-06,-2.02277769917358e-05,0.134613014112069,0.0219788559507239,"TAS",-43.298,145.943,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.41,1000,42.02,19.75,NA,NA,2.76,2.882,8.853,8.5,13.7,0.6,"Diurnal"
"Peawah River",1.28786517196448e-05,2.12696562294168e-05,4.48764720987273e-06,0.00228337265252513,1.17144146373116e-05,"WA",-20.535,117.926,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,5.81956,5.6004,41.85387,1.08484,NA,NA,5.74189,NA,NA,3.79797,32.84,1893,5.56,5.59,NA,NA,1.63,0.224,4.07,1,8.5,4.9,"Semi Diurnal"
"Peel-Harvey Estuary",9.34775725174676e-06,1.41241343611329e-05,4.57138014236058e-06,9.81644142287576e-05,2.63430691268724e-71,"WA",-32.526,115.71,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",26.68578,121.10552,27.47919,10.97612,2.75064,NA,3.002,0.12123,NA,NA,1.28183,NA,NA,1.37735,123.14,10767,131,28.48,9.66,5.21,0.46,1.194,7.531,7.3,13.5,0.4,"Diurnal"
"Petermarer Creek",7.94047411802608e-06,1.21048100319722e-05,3.77613820407996e-06,0.000146526410648418,7.9030146352036e-50,"WA",-20.289,118.756,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,2.72016,3.83389,20.33483,0.12923,0.01208,NA,6.19486,NA,NA,11.39159,25.54,560,2.45,4.81,NA,NA,2,0.028,4.554,0.4,9.7,5.8,"Semi Diurnal"
"Pieman River",3.91572562513351e-06,1.33374715970578e-05,-5.50602034679076e-06,0.406628795725517,1.17727347218682e-08,"TAS",-41.667,144.924,"largely unmodified","tide dominated","OTHER",NA,NA,NA,0.10414,0.55104,NA,NA,NA,0.15243,NA,3.18548,NA,NA,22.02136,36.49,3925,3.81,17.31,NA,NA,0.18,2.642,8.982,9.1,14.2,1,"Diurnal"
"Pimpama River",3.02108789429722e-06,6.89729956703066e-06,-8.55123778436226e-07,0.119862171335031,2.19191071812449e-16,"QLD",-27.82,153.396,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,0.55001,5.54019,1.60692,0.2882,NA,NA,2.01712,NA,NA,NA,20.92,NA,1.76,7.64,0.36,0,0.21,NA,NA,NA,NA,NA,""
"Pine River",9.98184340927882e-06,1.43644212006559e-05,5.5992656179017e-06,7.20845892840222e-06,2.45447673532562e-14,"QLD",-27.279,153.063,"extensively modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,2.40201,0.61371,4.536,1.4,1.09552,NA,NA,2.82309,NA,1.03701,0.14332,44.41,806,4.043,12.61,0.66,NA,0.51,0.275,5.108,0.7,9.6,1.7,"Semi Diurnal"
"Pine River Bay",-3.63931264189354e-06,2.99073640015241e-06,-1.02693616839395e-05,0.273188714694661,4.25784449137081e-18,"QLD",-12.531,141.708,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.27,535,55.65,29.23,4.23,NA,2.63,0.099,3.998,2.2,11.9,2.1,"Diurnal"
"Pioneer River",1.06625461918675e-05,1.79427758799074e-05,3.38231650382759e-06,0.00354319437224403,2.03461580244126e-14,"QLD",-21.149,149.221,"extensively modified","river dominated","TIDE-DOMINATED DELTA",0.16611,NA,NA,3.5693,5.85313,6.45306,0.0867,1.61278,NA,NA,3.939,NA,NA,2.32057,70.73,1580,8.57,32.42,0.84,NA,0.36,0.188,5.776,1.3,9.5,4.6,"Semi Diurnal"
"Pipeclay Lagoon",-5.19501174628754e-06,5.50155971999309e-06,-1.58915832125682e-05,0.333248063738801,0.000779840349426639,"TAS",-42.96,147.539,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.31005,1.11533,NA,3.14858,1.07067,NA,0.10808,NA,NA,NA,0.32236,NA,NA,NA,13.8,NA,NA,2.6,3.7,1.48,0.23,NA,NA,NA,NA,NA,""
"Pipers River",-6.08829172062927e-06,3.20695666921635e-06,-1.53835401104749e-05,0.191067571961809,0.000398836245044438,"TAS",-41.01,147.158,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.46183,NA,0.20674,0.11423,0.90948,NA,0.18811,NA,0.29915,NA,0.52668,NA,NA,NA,9.48,474,0.25,4.4,NA,NA,0.034,0.565,4.633,3.2,9.5,2.4,"Semi Diurnal"
"Pittwater",1.69453947852078e-05,2.626122860199e-05,7.6295609684256e-06,0.00031011568544866,8.3941013674662e-17,"NSW",-33.58,151.317,"modified","tide dominated","OTHER",NA,NA,NA,NA,0.21268,NA,0.17316,NA,NA,NA,17.31743,NA,NA,0.66886,52.05,70,18.57,10.94,2.06,NA,1.07,1.388,6.958,9.4,13.3,1.4,"Semi Diurnal"
"Plantation Creek",1.81198328363954e-06,5.63190975973247e-06,-2.00794319245338e-06,0.343354267463283,0.00267194257696954,"QLD",-20.9,148.983,"largely unmodified","wave dominated","STRANDPLAIN",0.19259,NA,NA,NA,0.72669,1.37958,0.13044,NA,NA,NA,0.2702,NA,NA,NA,8.46,49,0.32,3.28,0.21,NA,0.15,0.17,5.084,1.2,9.5,3.9,"Semi Diurnal"
"Plantation Creek",1.81198328363954e-06,5.63190975973247e-06,-2.00794319245338e-06,0.343354267463283,0.00267194257696954,"QLD",-19.522,147.537,"largely unmodified","wave dominated","STRANDPLAIN",1.34105,NA,NA,NA,2.20463,10.59066,5.1933,1.12099,NA,NA,2.37576,NA,0.10226,0.42392,37.06,147,3.56,9.91,0.92,NA,0.071,1.009,5.413,4,10.2,2.3,"Semi Diurnal"
"Point Torment Creeks",6.84068501696107e-06,1.17907043895485e-05,1.89066564437366e-06,0.005964474903123,4.23377248329855e-08,"WA",-17.037,123.693,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.21,222,22.64,20.14,NA,NA,3.59,0.016,2.958,0.8,8.7,9,"Semi Diurnal"
"Point Torment Creeks",6.84068501696107e-06,1.17907043895485e-05,1.89066564437366e-06,0.005964474903123,4.23377248329855e-08,"WA",-17.003,123.61,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,0.58211,NA,0.17503,NA,0.11373,NA,28.15257,NA,NA,NA,19.8,49,1.27,6.66,NA,NA,0.51,0.127,2.91,1.7,6.8,8.8,"Semi Diurnal"
"Popham Bay",1.325734516817e-08,8.53375643751699e-06,-8.50724174718065e-06,0.997519138428585,2.81505583617197e-34,"NT",-11.256,131.82,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.41,22,11.47,4.56,NA,NA,3.7,0.506,3.881,2.9,7.4,2.3,"Diurnal"
"Port Arthur",-1.88267641594797e-06,1.61090240372285e-05,-1.98743768691244e-05,0.834416340778495,6.81191991131011e-06,"TAS",-43.193,147.887,"no assessment","tide dominated","OTHER",NA,NA,0.09957,0.00714,0.4404,NA,0.03262,NA,0.38241,NA,23.88369,NA,NA,0.0163,34.94,100,22.08,9.8,3.48,NA,1.68,1.617,7.428,5.8,12.8,1.2,"Diurnal"
"Port Campbell River",-9.00445772118114e-08,2.22477075809355e-05,-2.24277967353591e-05,0.993577428870024,0.0397558027974326,"VIC",-38.632,142.98,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",0.01002,NA,NA,0.00965,0.00518,NA,0.09131,NA,0.12431,NA,0.0794,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Port Clinton",8.34134231527285e-06,1.46770919780537e-05,2.00559265249203e-06,0.00861722550253874,5.06333191930934e-61,"QLD",-22.498,150.762,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.98,257,80.09,21.65,10.59,NA,5.55,1.389,6.337,5.7,9.6,3.9,"Semi Diurnal"
"Port Essington",1.52446358483614e-06,9.9456017786948e-06,-6.89667460902251e-06,0.717558343231375,5.89379052730763e-38,"NT",-11.17,132.113,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.42,698,254.33,30.3,NA,NA,7.92,0.369,3.757,2,9,2.6,"Semi Diurnal"
"Port Hacking",9.33000625198223e-06,1.8028209964558e-05,6.31802539406431e-07,0.0325175004522166,2.87107973235533e-11,"NSW",-34.072,151.163,"modified","tide dominated","OTHER",0.17364,NA,0.17818,2.77521,0.14698,0.16252,0.35014,0.17325,0.10967,NA,6.30528,NA,NA,0.00558,70.33,192,11.68,14.66,1.53,NA,1.33,1.454,6.889,9.8,12.8,1.2,"Semi Diurnal"
"Port Hedland Harbour",2.78397081204935e-06,6.41429914745171e-06,-8.4635752335301e-07,0.125428370316269,8.12175846107576e-82,"WA",-20.307,118.575,"modified","tide dominated","OTHER",1.87507,NA,NA,NA,8.48195,20.00031,31.14374,1.36179,0.82131,NA,21.78703,NA,NA,16.25275,82.77,613,17.05,6.97,NA,NA,1.47,0.104,4.469,0.8,9.1,5.9,"Semi Diurnal"
"Port Hurd",3.64638892965147e-06,1.11468138942947e-05,-3.85403603499179e-06,0.331758698574851,2.21323639204901e-07,"NT",-11.648,130.195,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.63,221,33.95,18.78,2.94,NA,1.01,0.111,7.351,1.5,14.8,3.7,"Semi Diurnal"
"Port Jackson",9.69509458522154e-06,1.57362055803644e-05,3.65398359007865e-06,0.00138698986100342,6.17655719553539e-13,"NSW",-33.828,151.283,"extensively modified","tide dominated","OTHER",NA,NA,0.19279,NA,2.48577,2.41675,NA,NA,0.5245,NA,47.71235,NA,NA,0.38759,237.21,589,50.472,29.7,5.32,NA,1.58,0.97,6.955,8.6,13.5,1.2,"Semi Diurnal"
"Port Keats",-6.39041570863376e-06,-1.38816635607023e-07,-1.26420147816605e-05,0.0413678947748151,1.77367369161556e-16,"NT",-14.085,129.551,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.54,322,30.52,18.32,NA,NA,3.48,0.061,4.088,1.8,9.3,5.5,"Semi Diurnal"
"Port Musgrave",2.24307377107841e-06,8.35911736708139e-06,-3.87296982492458e-06,0.46371443384547,0.0406835560685501,"QLD",-11.953,141.924,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.41,11211,98.01,19.11,8.31,NA,3.37,0.286,3.345,3,10.5,2.3,"Diurnal"
"Port Phillip Bay",9.04826428780654e-06,1.54629673761765e-05,2.63356119943661e-06,0.00491557724915737,1.17415819030984e-06,"VIC",-38.297,144.632,"modified","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.36,15709,1897.42,63.52,53.63,3.43,3.46,0.612,6.697,2.4,14.3,1.2,"Semi Diurnal"
"Port Robinson",8.24864323060045e-06,1.30037648058803e-05,3.4935216553206e-06,0.000546406235795792,7.16927771326292e-82,"WA",-20.62,117.092,"largely unmodified","tide dominated","OTHER",NA,NA,NA,NA,7.07445,3.35385,5.68585,NA,0.09765,NA,10.45448,NA,NA,7.08591,23.34,70,10.02,6.72,NA,NA,0.95,0.213,4.242,1.4,7.6,4.3,"Semi Diurnal"
"Port Sorell",1.49902171565959e-05,2.74210806486053e-05,2.55935366458651e-06,0.0164516478949609,2.95267116272029e-08,"TAS",-41.139,146.555,"modified","wave dominated","WAVE-DOMINATED ESTUARY",4.99164,NA,NA,2.2024,9.53246,NA,0.7135,0.77509,0.33391,NA,5.13806,NA,NA,0.37186,66.48,675,18.75,15.8,2.38,3.42,2.4,1.021,4.816,5.2,9.5,2.4,"Semi Diurnal"
"Port Stephens",9.35668236410127e-06,1.7506443274473e-05,1.2069214537295e-06,0.0221470412117163,9.73062627729256e-05,"NSW",-32.708,152.19,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",1.30217,198.94609,3.64282,NA,11.98749,20.01895,31.91564,8.20493,1.36133,NA,14.30137,1.90774,NA,6.19327,234.08,3041,128.36,45.94,5.59,NA,1.31,1.028,7.1,9.1,14.6,1.3,"Semi Diurnal"
"Prince Regent River",3.01681857597828e-06,8.17316919465654e-06,-2.13953204269998e-06,0.242444954116333,9.36765016655311e-35,"WA",-15.246,124.86,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.23,4964,425.56,81.44,18.18,14.91,2.74,0.528,4.775,5.5,9.2,7.4,"Semi Diurnal"
"Princess Royal Harbour",6.80115814536265e-06,1.57943890272863e-05,-2.19207273656101e-06,0.131064818639869,2.13970742780777e-24,"WA",-35.039,117.919,"modified","tide dominated","OTHER",NA,NA,NA,NA,0.58211,NA,0.17503,NA,0.11373,NA,28.15257,NA,NA,NA,25.66,117,28.54,5.43,8.41,0.91,0.56,1.71,8.062,5.3,14.4,0.6,"Diurnal"
"Proserpine River",-4.13678482357879e-06,2.8158343677305e-06,-1.10894040148881e-05,0.234857664771264,0.00137117899320312,"QLD",-20.491,148.729,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,8.05252,34.72426,3.9894,10.62539,NA,NA,5.14688,NA,0.02194,NA,56.72,1095,9.96,21.59,1.93,NA,2.56,0.201,3.948,1.1,8,3.1,"Semi Diurnal"
"Prosser River",-1.06126963603847e-07,1.84853770791997e-05,-1.86976310064074e-05,0.990899763721424,0.222418238803487,"TAS",-42.553,147.881,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.15978,NA,NA,0.23875,0.07824,NA,NA,NA,NA,NA,0.21621,NA,NA,3.45956,6,743,0.19,2.6,NA,NA,0.06,0.606,5.331,2.4,10.8,1.1,"Diurnal"
"Pumicestone Passage",7.7768404365217e-06,1.29030954663318e-05,2.65058540671164e-06,0.00255865170626144,3.03311059079576e-10,"QLD",-27.076,153.151,"modified","tide dominated","OTHER",0.7119,NA,NA,0.44503,6.72397,20.29811,8.8907,36.54282,NA,NA,49.45088,NA,5.17444,141.30891,154.03,702,49.88,36.16,2.8,NA,2.27,0.162,6.483,0.5,10,1.5,"Semi Diurnal"
